id,cashtags,conversation_id,created_at,date,geo,hashtags,language,likes_count,link,mentions,name,near,photos,place,prediction,proba_0,proba_1,quote_url,replies_count,reply_to,retweet,retweet_date,retweet_id,retweets_count,source,thumbnail,time,timezone,trans_dest,trans_src,translate,tweet,urls,user_id,user_rt,user_rt_id,username,video
1517882831523008512,[],1517882831523008512,2022-04-23 18:07:22 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/srknkskn38/status/1517882831523008512,"[{'screen_name': 'turkcellhizmet', 'name': 'turkcell müşteri hiz', 'id': '237162017'}, {'screen_name': 'superyardim', 'name': 'superyardim', 'id': '241030835'}]",Serkan Keskin,,[],,0.0,0.9063551212644148,0.0936448787355851,,0,[],False,,,0,,,18:07:22,300,,,,@Turkcell @TurkcellHizmet @SuperYardim fazla fazla para ödeyelim ama internet hizmetini düzgün almayalım sorun var diyince de servis ücreti ödeyelim,[],1234046648050995200,,,srknkskn38,0
1517883207613620226,[],1517883207613620226,2022-04-23 18:08:52 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/srknkskn38/status/1517883207613620226,"[{'screen_name': 'turkcellhizmet', 'name': 'turkcell müşteri hiz', 'id': '237162017'}, {'screen_name': 'superyardim', 'name': 'superyardim', 'id': '241030835'}]",Serkan Keskin,,['https://pbs.twimg.com/media/FRCauiGXoAEdA9A.jpg'],,0.0,0.9682402713028015,0.0317597286971984,,1,[],False,,,0,,https://pbs.twimg.com/media/FRCauiGXoAEdA9A.jpg,18:08:52,300,,,,@Turkcell @TurkcellHizmet @SuperYardim siz ölçüm yapınca 100mbps çıkar bizde neden se 50mbps hiç geçmez  https://t.co/QLY5cVj8Ez,[],1234046648050995200,,,srknkskn38,1
1517883518268887043,[],1517883518268887043,2022-04-23 18:10:06 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/srknkskn38/status/1517883518268887043,"[{'screen_name': 'turkcellhizmet', 'name': 'turkcell müşteri hiz', 'id': '237162017'}, {'screen_name': 'superyardim', 'name': 'superyardim', 'id': '241030835'}]",Serkan Keskin,,['https://pbs.twimg.com/media/FRCbAzJXwAAdT4U.jpg'],,0.0,0.930510007789906,0.069489992210094,,0,[],False,,,0,,https://pbs.twimg.com/media/FRCbAzJXwAAdT4U.jpg,18:10:06,300,,,,@Turkcell @TurkcellHizmet @SuperYardim 100mbps ücreti öde ama aldığın hız bu kadar olsun  https://t.co/aNOg8G1FIr,[],1234046648050995200,,,srknkskn38,1
1517884318441431043,[],1517884318441431043,2022-04-23 18:13:17 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/srknkskn38/status/1517884318441431043,"[{'screen_name': 'turkcellhizmet', 'name': 'turkcell müşteri hiz', 'id': '237162017'}, {'screen_name': 'superyardim', 'name': 'superyardim', 'id': '241030835'}]",Serkan Keskin,,['https://pbs.twimg.com/media/FRCbvU2X0AEGFcd.jpg'],,0.0,0.5427271773785105,0.4572728226214895,,0,[],False,,,0,,https://pbs.twimg.com/media/FRCbvU2X0AEGFcd.jpg,18:13:17,300,,,,@Turkcell @TurkcellHizmet @SuperYardim fazla para ödediğini söyle paket düşürmek veya iptal  iste ama cayma bedeli isterler  https://t.co/40D5CuzIQS,[],1234046648050995200,,,srknkskn38,1
1517885654478295041,[],1517885654478295041,2022-04-23 18:18:35 Türkiye Standart Saati,2022-04-23,,[],tr,2,https://twitter.com/Asl10806883/status/1517885654478295041,[],Aslı 💎,,[],,1.0,0.3997546755034669,0.600245324496533,https://twitter.com/jahreindota/status/1517823861680705536,0,[],False,,,0,,,18:18:35,300,,,,Turkcell beni bekler elveda Türk Telekom,[],1144967124508696576,,,asl10806883,0
1517885930052460552,[],1517885930052460552,2022-04-23 18:19:41 Türkiye Standart Saati,2022-04-23,,"['aictürkiye', 'aovtopluluk']",tr,0,https://twitter.com/aovespor/status/1517885930052460552,"[{'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}, {'screen_name': 'samsungturkiye', 'name': 'samsung türkiye', 'id': '223757835'}, {'screen_name': 'daimosesports', 'name': 'daimos esports', 'id': '1502757735468875779'}, {'screen_name': 'nextruya', 'name': 'next rüya', 'id': '1449838188239929346'}]",Arena of Valor Espor,,[],,0.0,0.852689083225771,0.1473109167742291,,0,[],False,,,0,,https://pbs.twimg.com/amplify_video_thumb/1517883703187410945/img/AKU_ZzKVoN26Fm_1.jpg,18:19:41,300,,,,.@Turkcell ve @SamsungTurkiye sponsorluğundaki AIC Türkiye Seçmeleri'nde 2. Yarı Final serisine geçiş yapıyoruz! İlk mücadele Arena'da yerini aldı bile 📍 #AICTürkiye #AOVtopluluk   @daimosesports 🆚 @nextruya  📺 https://t.co/uCPz70p4GN  https://t.co/m9sv5UEyKw,['https://www.youtube.com/watch?v=_vshSuFw7M4'],1435546974615490561,,,aovespor,1
1517886367841370113,[],1517881425424437248,2022-04-23 18:21:25 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/brkmtlyldz/status/1517886367841370113,[],🅱️Ⓜ️Y,,[],,0.0,0.8609399405633749,0.1390600594366253,,0,"[{'screen_name': 'gidinburdannnn', 'name': 'Lal🐍', 'id': '1437414138083430402'}]",False,,,0,,,18:21:25,300,,,,@gidinburdannnn @Turkcell kölesi araniyor,[],1149410877101236225,,,brkmtlyldz,0
1517886481582415872,[],1517548793213984768,2022-04-23 18:21:52 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/furkanbeydeyin/status/1517886481582415872,[],furkan bey diyin,,[],,0.0,0.8335379320795496,0.1664620679204502,,0,"[{'screen_name': 'ergenrifki', 'name': ""AbuzerKömürcü/DAMDOY'UN YAVERİ"", 'id': '955182441597210625'}, {'screen_name': 'furkansulekk', 'name': 'Furkan Sülek', 'id': '1237612520254238720'}, {'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}, {'screen_name': 'umitonaltr', 'name': 'Ümit Önal', 'id': '1152156132921794561'}]",False,,,0,,,18:21:52,300,,,,@ergenrifki @furkansulekk @TurkTelekom @Turkcell @umitonaltr Aynen bende öyle biliyorum,[],1045309803852173312,,,furkanbeydeyin,0
1517886622972485633,[],1517881425424437248,2022-04-23 18:22:26 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/brkmtlyldz/status/1517886622972485633,[],🅱️Ⓜ️Y,,[],,1.0,0.4185800890674378,0.581419910932562,,0,"[{'screen_name': 'gidinburdannnn', 'name': 'Lal🐍', 'id': '1437414138083430402'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}]",False,,,0,,,18:22:26,300,,,,@gidinburdannnn @Turkcell Hemen ödeyecekler DM,[],1149410877101236225,,,brkmtlyldz,0
1517887044193816576,[],1517548793213984768,2022-04-23 18:24:06 Türkiye Standart Saati,2022-04-23,,[],tr,1,https://twitter.com/furkansulekk/status/1517887044193816576,"[{'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}]",Furkan Sülek,,['https://pbs.twimg.com/media/FRCeN-3XoAIJgwF.jpg'],,0.0,0.7014651895730801,0.2985348104269196,,1,"[{'screen_name': 'furkanbeydeyin', 'name': 'furkan bey diyin', 'id': '1045309803852173312'}, {'screen_name': 'ergenrifki', 'name': ""AbuzerKömürcü/DAMDOY'UN YAVERİ"", 'id': '955182441597210625'}, {'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}, {'screen_name': 'umitonaltr', 'name': 'Ümit Önal', 'id': '1152156132921794561'}]",False,,,0,,https://pbs.twimg.com/media/FRCeN-3XoAIJgwF.jpg,18:24:06,300,,,,@furkanbeydeyin @ergenrifki @TurkTelekom @Turkcell @umitonaltr O iş bitti dostlar:) @Turkcell 'e merhaba  https://t.co/Frtot4KU7V,[],1237612520254238720,,,furkansulekk,1
1517887395693277185,[],1517548793213984768,2022-04-23 18:25:30 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/furkanbeydeyin/status/1517887395693277185,[],furkan bey diyin,,[],,1.0,0.4271247837569398,0.5728752162430601,,0,"[{'screen_name': 'furkansulekk', 'name': 'Furkan Sülek', 'id': '1237612520254238720'}, {'screen_name': 'ergenrifki', 'name': ""AbuzerKömürcü/DAMDOY'UN YAVERİ"", 'id': '955182441597210625'}, {'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}, {'screen_name': 'umitonaltr', 'name': 'Ümit Önal', 'id': '1152156132921794561'}]",False,,,0,,,18:25:30,300,,,,@furkansulekk @ergenrifki @TurkTelekom @Turkcell @umitonaltr Hayırlı olsun adaş. Hızı vs nasıl çekim gücü iyi mi? Speed test atar mısın bi,[],1045309803852173312,,,furkanbeydeyin,0
1517887832328740864,[],1517887832328740864,2022-04-23 18:27:14 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/TrakyaliSparta/status/1517887832328740864,"[{'screen_name': 'vodafonetr', 'name': 'vodafone türkiye', 'id': '18285621'}, {'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}]",UFUK JK,,[],,0.0,0.9081476854866636,0.0918523145133364,https://twitter.com/jahreindota/status/1517823861680705536,0,[],False,,,0,,,18:27:14,300,,,,Hanginiz araplara farklı tarife vermiyorsa ve ilanlarında arapça kullanmıyorsa ona geçeceğim @VodafoneTR @Turkcell,[],762680018241740800,,,trakyalisparta,0
1517888844913336320,[],1517548793213984768,2022-04-23 18:31:16 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/furkansulekk/status/1517888844913336320,[],Furkan Sülek,,[],,1.0,0.3414460653615442,0.6585539346384558,,0,"[{'screen_name': 'furkanbeydeyin', 'name': 'furkan bey diyin', 'id': '1045309803852173312'}, {'screen_name': 'ergenrifki', 'name': ""AbuzerKömürcü/DAMDOY'UN YAVERİ"", 'id': '955182441597210625'}, {'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}, {'screen_name': 'umitonaltr', 'name': 'Ümit Önal', 'id': '1152156132921794561'}]",False,,,0,,,18:31:16,300,,,,@furkanbeydeyin @ergenrifki @TurkTelekom @Turkcell @umitonaltr Eyvallah adaşim Daha şimdi Taktim hatti gün içinde biraz kullanayim sana atacağim.👍 Şuanlik gayet guzel bence Turkcell pek pişman etmez,[],1237612520254238720,,,furkansulekk,0
1517889265627275265,[],1517889265627275265,2022-04-23 18:32:56 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/barbarossa034/status/1517889265627275265,"[{'screen_name': 'murat__erkan', 'name': 'murat erkan', 'id': '424052016'}, {'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}, {'screen_name': 'turkcellhizmet', 'name': 'turkcell müşteri hiz', 'id': '237162017'}]",Fatih B,,[],,0.0,0.9720126194805958,0.0279873805194041,,0,[],False,,,0,,,18:32:56,300,,,,6 aydır Uzaktan sinyal yollayarak çözüm odaklı çalışan ve rica minnet servis yollayan bunuda ücrete bağlayan ekibinizi canı gönülden tebrik ediyorum en sonunda size yazmak durumunda kaldım kusura bakmayın @Murat__Erkan @turkcell @TurkcellHizmet,[],168254665,,,barbarossa034,0
1517890042252857344,[],1517868232635518977,2022-04-23 18:36:01 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/Asl10806883/status/1517890042252857344,[],Aslı 💎,,[],,1.0,0.0040960583699793,0.9959039416300206,,0,"[{'screen_name': 'BilalHabesSARI2', 'name': 'Bilal Habeş SARI 🇹🇷🇦🇿', 'id': '1080244197964296192'}, {'screen_name': 'comarkopter31', 'name': 'Irmağının akışını sikiyim', 'id': '1437447389808320512'}, {'screen_name': 'MulteciHaberler', 'name': 'Mülteci Haberleri', 'id': '1453076615420862469'}]",False,,,0,,,18:36:01,300,,,,@BilalHabesSARI2 @comarkopter31 @MulteciHaberler Hahahh en iyisi Turkcell o zaman biraz kazık ama napalım,[],1144967124508696576,,,asl10806883,0
1517890055720763394,[],1517890055720763394,2022-04-23 18:36:04 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/turkcell_dsn/status/1517890055720763394,[],Turkcell Dijital Satış Noktası - Bolu,,[],,0.0,0.7788424353365436,0.2211575646634563,,0,[],False,,,0,,,18:36:04,300,,,,Turkcel Hattın Kapına Gelsin. Şimdi hemen Turkcell'li ol. Aynı gün Turkcell hattını kapına teslim edelim. @ Turkcell DSN+ Bolu  https://t.co/f0QA0aI1X8,['https://www.instagram.com/p/CcsuVwSstcs/?igshid=YTgzYjQ4ZTY='],1315902620339499010,,,turkcell_dsn,0
1517890337263525893,[],1517890337263525893,2022-04-23 18:37:12 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/erkandmr972/status/1517890337263525893,"[{'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}]",Uçan Halıcı,,[],,0.0,0.8141126584539583,0.1858873415460417,,0,[],False,,,0,,,18:37:12,300,,,,@TurkcellHizmet @Turkcell neden kimse problem çözmüyor? Sorun haline geliyor.,[],282219348,,,erkandmr972,0
1517890429001342976,[],1517864142140497921,2022-04-23 18:37:33 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/imcursed6/status/1517890429001342976,[],imcursed,,[],,0.0,0.8223079537657512,0.1776920462342488,,0,"[{'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}]",False,,,0,,,18:37:33,300,,,,@TurkTelekom Bu tarifeyi bırakıp Turkcell’e geçeceğim,[],1308797380192612359,,,imcursed6,0
1517891565229953026,[],1517868232635518977,2022-04-23 18:42:04 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/BilalHabesSARI2/status/1517891565229953026,[],Bilal Habeş SARI 🇹🇷🇦🇿,,[],,0.0,0.8677266517491671,0.1322733482508328,,0,"[{'screen_name': 'Asl10806883', 'name': 'Aslı 💎', 'id': '1144967124508696576'}, {'screen_name': 'comarkopter31', 'name': 'Irmağının akışını sikiyim', 'id': '1437447389808320512'}, {'screen_name': 'MulteciHaberler', 'name': 'Mülteci Haberleri', 'id': '1453076615420862469'}]",False,,,0,,,18:42:04,300,,,,"@Asl10806883 @comarkopter31 @MulteciHaberler Türk Telekom linçlenirken, şimdi Turkcell oturup bir köşede olanları izliyordur. Belki “bu olanlardan sonra Turkcell'de ders çıkarmıştır” diye düşünüyorum. Umarım ders çıkarır, yoksa bu işin sonu dumanlaşma yoluyla haberleşmeye gidecek. 😃😆😃😆",[],1080244197964296192,,,bilalhabessari2,0
1517893474019852288,[],1517548793213984768,2022-04-23 18:49:39 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/furkanbeydeyin/status/1517893474019852288,"[{'screen_name': 'turktelekom', 'name': 'türk telekom', 'id': '403774702'}, {'screen_name': 'vodafonetr', 'name': 'vodafone türkiye', 'id': '18285621'}, {'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}, {'screen_name': 'vodafonetr', 'name': 'vodafone türkiye', 'id': '18285621'}]",furkan bey diyin,,[],,0.0,0.94025963527395,0.05974036472605,,0,"[{'screen_name': 'furkansulekk', 'name': 'Furkan Sülek', 'id': '1237612520254238720'}, {'screen_name': 'ergenrifki', 'name': ""AbuzerKömürcü/DAMDOY'UN YAVERİ"", 'id': '955182441597210625'}, {'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}, {'screen_name': 'Turkcell', 'name': 'TURKCELL', 'id': '8382282'}, {'screen_name': 'umitonaltr', 'name': 'Ümit Önal', 'id': '1152156132921794561'}]",False,,,0,,,18:49:39,300,,,,@furkansulekk @ergenrifki @TurkTelekom @Turkcell @umitonaltr Valla hepsi aynı şeyin laciverti moruk. @TurkTelekom geçiyorsun yavaş ve ayrımcılık yapıyor. Araplara öncelik tanıyor. @VodafoneTR desen turkcell den bi farkı kalmamış. 55 liralık paketimi 85-90 lira yapmışlar kazık.  @Turkcell ile @VodafoneTR un bi farkı kalmadığına göre trkcl:),[],1045309803852173312,,,furkanbeydeyin,0
1517895277876756481,[],1517827321536946181,2022-04-23 18:56:50 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/nigre1983/status/1517895277876756481,"[{'screen_name': 'turktelekom', 'name': 'türk telekom', 'id': '403774702'}]",YeraltındaNotlar,,[],,0.0,0.7564924943401372,0.243507505659863,,0,"[{'screen_name': 'uyanhadi_', 'name': 'Uyandırma Servisi', 'id': '1174794000693415936'}]",False,,,0,,,18:56:50,300,,,,@uyanhadi_ @Turkcell  kontrol edilmesi gerek. Birakiyorum @TurkTelekom,[],3388752370,,,nigre1983,0
1517895391055912961,[],1517864142140497921,2022-04-23 18:57:17 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/john_wickk10/status/1517895391055912961,[],john wick,,[],,0.0,0.8216658903561713,0.1783341096438289,,0,"[{'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}]",False,,,0,,,18:57:17,300,,,,@TurkTelekom Size araplarla mutluluklar genel merkezinizide şam’a taşıyın.bu kadar arap sevicinn türkiye cumhuriyetinde işi yok.türk telekom olan tüm hatlarımızı pazartes sabah turkcell ve vodafone taşıyacağız.yazıklar olsun sizlere be.birde bizden ucuza o korkak vatan hainlerine satıyorsunuz,[],1478425656811737094,,,john_wickk10,0
1517896015755554816,[],1517864142140497921,2022-04-23 18:59:45 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/eos_abv/status/1517896015755554816,[],Devran,,[],,0.0,0.9380982875949936,0.0619017124050063,,0,"[{'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}]",False,,,0,,,18:59:45,300,,,,"@TurkTelekom 25 Nisan pazartesi turktelekom olan hattımı Turkcell e taşıyacağım, en kısa sürede interneti de değiştireceğim, yazıklar olsun size",[],1296186006656483328,,,eos_abv,0
1517896092955955201,[],1517896092955955201,2022-04-23 19:00:04 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/Necoo_24/status/1517896092955955201,"[{'screen_name': 'turkcell', 'name': 'turkcell', 'id': '8382282'}]",Necmilerin Efendisi,,[],,0.0,0.6646338260838471,0.3353661739161527,,0,[],False,,,0,,,19:00:04,300,,,,MHP Adana milletvekili Muharrem varlı ile en ufak ahbaplığım olmamasına rağmen iş numarama nasıl mesaj atabiliyor numara bilgisine nereden nasıl ulaştı @Turkcell ?,[],498145619,,,necoo_24,0
1517896248652611584,[],1517896248652611584,2022-04-23 19:00:41 Türkiye Standart Saati,2022-04-23,,"['turkcell', 'superonline', 'superbox', 'duzceturkcell']",tr,0,https://twitter.com/BeytullahOzenir/status/1517896248652611584,[],Beytullah ozenir,,[],,0.0,0.9733600701987928,0.026639929801207,,0,[],False,,,0,,,19:00:41,300,,,,Sizi unuttum zannetmeyin 😁 Turkcell mağduriyetimin çözülmeyen 23. Günü yazıklar olsun #Turkcell #superonline #superbox #duzceturkcell,[],873983749,,,beytullahozenir,0
1517896285717680130,[],1517896285717680130,2022-04-23 19:00:50 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/izztzm/status/1517896285717680130,[],Izzet,,[],,0.0,0.8463439434059016,0.1536560565940983,,0,[],False,,,0,,,19:00:50,300,,,,"Hattı değiştirme zamanı geldi, vodafone mu? Turkcell mi?   Arap Telekom",[],48338764,,,izztzm,0
1517896375874334721,[],1517864142140497921,2022-04-23 19:01:11 Türkiye Standart Saati,2022-04-23,,[],tr,0,https://twitter.com/MikailAkpinar/status/1517896375874334721,[],Mikail Akpınar,,[],,0.0,0.9401997939477698,0.0598002060522303,,0,"[{'screen_name': 'TurkTelekom', 'name': 'Türk Telekom', 'id': '403774702'}]",False,,,0,,,19:01:11,300,,,,@TurkTelekom Vodafone da sözleşmem bitmiş ve Türk Telekom a geçmeyi planlıyordum ama bu twit i gördükten sonra. Aynı pakete 20 lira fazla verir Turkcell e geçerim. Arap seviciler.,[],1073613732,,,mikailakpinar,0
